id,kShortName,kDemangledName,ground_truth,duration,overlap_ratio,slowdown,ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
320,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",10144,9888,0.0,0.0,319,vectorized_elementwise_kernel,7.2,108,38.01,38.01,72.9,100.0,0.0,51.2
321,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",58593,58785,0.04300416772986306,0.07619824116027166,320,layer_norm_grad_input_kernel_vectorized,37.14,108,65.89,65.89,65.06,75.0,44.54,53.91
322,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",72449,404327,1.0,4.580849977225358,321,GammaBetaBackwardCUDAKernel_32x32,12.01,108,38.35,38.35,49.91,100.0,0.09,18.45
323,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43777,44673,1.0,0.02046736870959636,322,vectorized_elementwise_kernel,6.51,108,71.99,71.99,87.38,100.0,29.35,40.7
324,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3008,3104,1.0,0.03191489361702127,323,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.2,100.0,0.0,92.16
325,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3008,2816,1.0,-0.06382978723404255,324,vectorized_elementwise_kernel,0.02,108,0.45,0.08,6.19,100.0,0.0,92.22
326,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42433,41153,1.0,-0.03016520161195296,325,vectorized_elementwise_kernel,15.4,108,67.75,67.75,85.02,100.0,0.0,54.02
327,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,647659,626794,1.0,-0.0322160272612594,326,ampere_sgemm_128x32_tn,87.69,108,80.14,2.45,45.64,50.0,0.52,97.42
328,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,704300,682316,1.0,-0.03121397131904018,327,ampere_sgemm_64x32_sliced1x4_nt,82.35,108,46.93,5.96,20.82,25.0,0.08,81.73
329,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",29792,29473,1.0,-0.01070757250268528,328,reduce_kernel,9.44,108,32.14,32.14,41.68,62.5,8.29,6.91
330,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2784,2944,1.0,0.05747126436781609,329,vectorized_elementwise_kernel,0.02,108,0.46,0.08,6.22,100.0,0.0,88.07
331,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4960,4736,1.0,-0.04516129032258064,330,vectorized_elementwise_kernel,3.98,108,22.43,18.1,42.8,100.0,0.0,53.68
332,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",47968,47905,1.0,-0.001313375583722482,331,vectorized_elementwise_kernel,6.32,108,73.76,73.76,87.49,100.0,0.0,45.9
333,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",46593,46465,1.0,-0.002747193784474063,332,reduce_kernel,75.61,108,23.96,23.96,90.16,100.0,10.44,8.62
334,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4576,4512,1.0,-0.01398601398601399,333,elementwise_kernel,6.1,108,12.46,3.19,20.31,100.0,0.0,86.55
335,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",42753,41216,1.0,-0.03595069351858349,334,vectorized_elementwise_kernel,14.2,108,24.15,4.43,9.1,100.0,0.0,100.66
336,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1248278,1232309,1.0,-0.0127928233935069,335,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.58,108,29.82,11.11,12.16,12.5,17.04,82.11
337,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",111298,109890,1.0,-0.01265072148645978,336,CatArrayBatchedCopy_aligned16_contig,57.3,108,74.69,74.69,90.84,100.0,60.0,62.6
338,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1914720,1955585,0.4076028400708739,0.05236113213764497,337,ampere_sgemm_128x32_tn,88.68,108,80.07,2.21,45.65,50.0,0.17,97.2
339,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,1725982,1922305,0.1375036739747335,0.8272192217138953,338,ampere_sgemm_128x32_sliced1x4_nt,98.08,108,40.39,4.95,12.5,12.5,0.0,84.67
340,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",72258,72545,0.0,0.0,339,reduce_kernel,11.77,108,50.68,50.68,58.62,62.5,6.38,19.4
341,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2560,2528,0.0,0.0,340,vectorized_elementwise_kernel,0.04,108,0.53,0.17,6.2,100.0,0.0,85.35
342,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",8512,8576,0.0,0.0,341,vectorized_elementwise_kernel,6.38,108,33.02,33.02,66.16,100.0,0.0,51.53
343,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",57121,57089,0.03755539596069295,-0.01491701172713488,342,layer_norm_grad_input_kernel_vectorized,37.04,108,65.05,65.05,65.16,75.0,44.18,53.11
344,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",71297,215140,1.0,2.017518268650855,343,GammaBetaBackwardCUDAKernel_32x32,12.11,108,38.35,38.35,49.91,100.0,0.09,18.76
345,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43649,44289,1.0,0.01466242067401315,344,vectorized_elementwise_kernel,6.45,108,71.83,71.83,87.44,100.0,29.57,40.63
346,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3072,3264,1.0,0.0625,345,vectorized_elementwise_kernel,0.02,108,0.45,0.08,6.05,100.0,0.0,89.88
347,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3040,2912,1.0,-0.04210526315789474,346,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.2,100.0,0.0,89.4
348,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41601,41441,1.0,-0.003846061392754982,347,vectorized_elementwise_kernel,15.16,108,66.9,66.9,85.22,100.0,0.0,53.71
349,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,2293863,2347111,1.0,0.02321324333667704,348,ampere_sgemm_128x64_tn,95.86,108,48.15,2.06,23.96,25.0,0.36,98.58
350,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,2236262,2482250,0.373190452210696,0.2947546826695475,349,ampere_sgemm_128x128_nt,98.49,108,31.89,3.95,23.45,25.0,0.04,78.22
351,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",37760,37953,0.0,0.0,350,reduce_kernel,8.9,108,33.38,33.38,41.34,62.5,8.28,7.3
352,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2688,2784,0.0,0.0,351,vectorized_elementwise_kernel,0.02,108,0.46,0.08,6.22,100.0,0.0,88.0
353,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",10977,11008,0.0,0.0,352,vectorized_elementwise_kernel,7.09,108,37.54,37.54,73.14,100.0,0.0,51.89
354,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",217027,219556,0.03264770719087613,0.3569294440364233,353,vectorized_elementwise_kernel,6.42,108,86.74,86.74,92.05,100.0,0.0,49.01
355,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",222948,305701,1.0,0.3711762384053681,354,vectorized_elementwise_kernel,6.45,108,87.05,87.05,92.03,100.0,0.0,48.91
356,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",223236,224452,1.0,0.005447150101238152,355,vectorized_elementwise_kernel,7.85,108,87.46,87.46,91.88,100.0,0.0,48.75
357,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",146338,146178,1.0,-0.001093359209501291,356,vectorized_elementwise_kernel,8.6,108,84.07,84.07,88.87,100.0,0.0,61.68
358,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",148483,148259,1.0,-0.001508590208980153,357,vectorized_elementwise_kernel,8.62,108,84.45,84.45,88.59,100.0,0.0,61.63
359,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",148035,147522,1.0,-0.003465396696727125,358,vectorized_elementwise_kernel,8.48,108,83.07,83.07,88.49,100.0,0.0,61.54
360,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",147778,146979,1.0,-0.005406758786828892,359,vectorized_elementwise_kernel,8.5,108,84.31,84.31,88.62,100.0,0.0,61.6
361,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",225476,225284,1.0,-0.0008515318703542727,360,vectorized_elementwise_kernel,6.43,108,86.84,86.84,91.99,100.0,0.0,48.94
362,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",222596,221251,1.0,-0.006042336789520027,361,vectorized_elementwise_kernel,6.45,108,85.97,85.97,91.77,100.0,27.75,44.31
363,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",146787,146563,1.0,-0.001526020696655698,362,vectorized_elementwise_kernel,8.56,108,84.02,84.02,88.6,100.0,0.0,61.75
364,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",224227,224260,1.0,0.0001471722852288083,363,vectorized_elementwise_kernel,6.47,108,86.51,86.51,91.87,100.0,27.38,44.04
365,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,2485419,2566155,0.6987072098139044,0.04649137493093509,364,ampere_sgemm_128x32_tn,89.03,108,80.27,2.37,45.64,50.0,0.13,96.88
366,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,2384329,2357608,0.0,0.0,365,ampere_sgemm_64x32_sliced1x4_nt,92.9,108,52.97,6.37,23.89,25.0,0.09,82.65
367,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",86882,85313,0.0,0.0,366,reduce_kernel,10.95,108,57.27,57.27,54.38,62.5,4.91,20.71
368,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2496,2400,0.0,0.0,367,vectorized_elementwise_kernel,0.04,108,0.57,0.21,6.19,100.0,0.0,85.53
369,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",10048,10080,0.0,0.0,368,vectorized_elementwise_kernel,7.14,108,37.3,37.3,73.59,100.0,0.0,52.09
370,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",58273,58529,0.04100531360522134,0.1071352656175816,369,layer_norm_grad_input_kernel_vectorized,37.1,108,65.78,65.78,65.17,75.0,44.37,53.69
371,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",72577,282181,1.0,2.888022376234896,370,GammaBetaBackwardCUDAKernel_32x32,12.11,108,38.67,38.67,49.91,100.0,0.09,18.77
372,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43649,44577,1.0,0.02126050997731907,371,vectorized_elementwise_kernel,6.44,108,71.8,71.8,88.3,100.0,29.39,40.83
373,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3104,3168,1.0,0.02061855670103093,372,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.19,100.0,0.0,89.58
374,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3072,2880,1.0,-0.0625,373,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.2,100.0,0.0,90.52
375,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",43233,41601,1.0,-0.03774894178058428,374,vectorized_elementwise_kernel,15.22,108,68.26,68.26,84.76,100.0,0.0,54.2
376,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,632395,627626,1.0,-0.00754117284292254,375,ampere_sgemm_128x32_tn,87.71,108,80.17,2.45,45.64,50.0,0.52,97.56
377,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,686315,681452,1.0,-0.007085667659893781,376,ampere_sgemm_64x32_sliced1x4_nt,82.28,108,46.89,5.97,20.85,25.0,0.09,81.57
378,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",30528,29568,1.0,-0.03144654088050314,377,reduce_kernel,9.13,108,31.68,31.68,41.57,62.5,8.27,6.97
379,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2688,2657,1.0,-0.0115327380952381,378,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.21,100.0,0.0,89.87
380,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4800,4704,1.0,-0.02,379,vectorized_elementwise_kernel,4.03,108,18.98,18.51,42.44,100.0,0.0,54.5
381,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",48129,48288,1.0,0.003303621517172599,380,vectorized_elementwise_kernel,6.33,108,74.49,74.49,88.13,100.0,0.0,46.48
382,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",45633,46209,1.0,0.01262244428374203,381,reduce_kernel,75.76,108,24.1,24.1,90.18,100.0,10.44,8.53
383,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4416,4480,1.0,0.01449275362318841,382,elementwise_kernel,6.07,108,12.32,3.16,20.36,100.0,0.0,86.31
384,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",41697,41217,1.0,-0.01151161954097417,383,vectorized_elementwise_kernel,14.2,108,24.15,4.4,9.07,100.0,0.0,98.82
385,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1218645,1239733,1.0,0.01730446520520742,384,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.61,108,29.83,11.43,12.16,12.5,17.04,81.66
386,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",109890,168867,1.0,0.5366912366912366,385,CatArrayBatchedCopy_aligned16_contig,57.75,108,74.61,74.61,90.67,100.0,60.0,62.87
387,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1874432,2002401,0.2022886524727065,0.3374920639606968,386,ampere_sgemm_128x32_tn,88.58,108,79.98,2.21,45.65,50.0,0.18,97.27
388,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,1686077,1682461,0.0,0.0,387,ampere_sgemm_128x32_sliced1x4_nt,98.06,108,40.38,4.95,12.5,12.5,0.0,84.85
389,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",71169,71906,0.0,0.0,388,reduce_kernel,11.67,108,49.9,49.9,59.29,62.5,6.37,20.09
390,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2528,2528,0.0,0.0,389,vectorized_elementwise_kernel,0.04,108,0.57,0.17,6.19,100.0,0.0,82.97
391,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",8608,8448,0.0,0.0,390,vectorized_elementwise_kernel,6.42,108,31.92,31.92,66.37,100.0,0.0,51.41
392,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",56897,57185,0.04252863513159045,0.1190204737461877,391,layer_norm_grad_input_kernel_vectorized,37.31,108,65.14,65.14,65.09,75.0,44.65,53.92
393,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",71298,224708,1.0,2.151673258716935,392,GammaBetaBackwardCUDAKernel_32x32,12.06,108,37.67,37.67,49.91,100.0,0.09,19.01
394,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43712,45024,1.0,0.03001464128843338,393,vectorized_elementwise_kernel,6.47,108,72.54,72.54,87.9,100.0,29.46,40.38
395,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2945,2944,1.0,-0.0003395585738539898,394,vectorized_elementwise_kernel,0.02,108,0.42,0.08,6.18,100.0,0.0,90.47
396,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2848,2817,1.0,-0.01088483146067416,395,vectorized_elementwise_kernel,0.02,108,0.45,0.08,6.04,100.0,0.0,90.61
397,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41312,41024,1.0,-0.006971340046475601,396,vectorized_elementwise_kernel,15.1,108,66.73,66.73,85.05,100.0,0.0,54.51
398,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,2295240,2365672,1.0,0.03068611561318206,397,ampere_sgemm_128x64_tn,95.86,108,48.15,2.05,23.96,25.0,0.37,98.53
399,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,2236870,2501226,0.3120829545191038,0.3786852401018194,398,ampere_sgemm_128x128_nt,98.5,108,31.89,3.97,23.45,25.0,0.04,78.33
400,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",36705,38656,0.0,0.0,399,reduce_kernel,9.51,108,31.96,31.96,41.68,62.5,8.28,7.16
