allreduce: duration=0.17, attributes={'input_.shape': [1024, 128], 'input_.dtype': torch.float16, 'func.name': 'normlinear_bwd', 'group': 'tp'}
_reduce: duration=0.52ms, timestamp=24217125476.3, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.51ms, timestamp=24217125475.65, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.34ms, timestamp=24217125475.92, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=161.57ms, timestamp=24217125813.82, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.62ms, timestamp=24217125813.84, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
embedding_bwd_async: duration=18.86ms, timestamp=24217125841.57, input_.shape: [512, 2, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
embedding_bwd_async: duration=0.64ms, timestamp=24217125843.41, input_.shape: [512, 2, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
embedding_bwd_async: duration=0.39ms, timestamp=24217125841.76, input_.shape: [512, 2, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
embedding_bwd_async: duration=18.72ms, timestamp=24217125843.1, input_.shape: [512, 2, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.13ms, timestamp=24217125879.13, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.26ms, timestamp=24217125879.3, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.41ms, timestamp=24217125914.74, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.4ms, timestamp=24217125914.52, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.23ms, timestamp=24217126118.12, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24217126118.4, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.44ms, timestamp=24217126145.77, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.37ms, timestamp=24217126145.62, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.14ms, timestamp=24217126166.14, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24217126166.41, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.41ms, timestamp=24217126429.01, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.39ms, timestamp=24217126428.86, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.27ms, timestamp=24217126816.18, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.38ms, timestamp=24217126817.55, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.27ms, timestamp=24217126817.28, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.37ms, timestamp=24217126816.4, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24217127449.37, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.25ms, timestamp=24217127449.45, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.29ms, timestamp=24217127451.56, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24217127451.79, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.16ms, timestamp=24217127544.84, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.24ms, timestamp=24217127546.1, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.39ms, timestamp=24217127545.11, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.57ms, timestamp=24217127546.42, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24217127580.74, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.22ms, timestamp=24217127581.43, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.44ms, timestamp=24217127581.68, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.39ms, timestamp=24217127581.02, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.22ms, timestamp=24217127611.79, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24217127614.64, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.41ms, timestamp=24217127612.06, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.12ms, timestamp=24217127614.37, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=1.47ms, timestamp=24217128481.84, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=1.68ms, timestamp=24217128482.3, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.16ms, timestamp=24217128482.34, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.14ms, timestamp=24217128481.96, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=9.73ms, timestamp=24217128815.06, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.49ms, timestamp=24217128815.38, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.38ms, timestamp=24217128840.78, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=36.89ms, timestamp=24217128840.63, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=15.45ms, timestamp=24217129452.21, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.46ms, timestamp=24217129452.58, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.44ms, timestamp=24217129466.13, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.39ms, timestamp=24217129467.05, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_reduce: duration=1.63ms, timestamp=24217129467.8, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.34ms, timestamp=24217129467.88, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.39ms, timestamp=24217129471.16, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.76ms, timestamp=24217129471.33, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.55ms, timestamp=24217129474.18, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.27ms, timestamp=24217129474.27, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=3.08ms, timestamp=24217129480.32, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.5ms, timestamp=24217129480.6, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=5.75ms, timestamp=24217129489.21, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.27ms, timestamp=24217129489.28, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.54ms, timestamp=24217129767.34, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24217129767.43, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.68ms, timestamp=24217129767.84, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.47ms, timestamp=24217129767.9, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.48ms, timestamp=24217129771.75, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.24ms, timestamp=24217129771.82, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=2.31ms, timestamp=24217129775.94, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.37ms, timestamp=24217129776.16, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=1.96ms, timestamp=24217129776.78, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.14ms, timestamp=24217129776.84, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.19ms, timestamp=24217129778.9, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=2.89ms, timestamp=24217129778.82, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.9ms, timestamp=24217129780.32, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.15ms, timestamp=24217129780.37, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
allreduce: duration=0.4ms, timestamp=24217129781.83, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.13ms, timestamp=24217129783.56, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.11ms, timestamp=24217129781.2, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=0.14ms, timestamp=24217129781.26, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
allreduce: duration=3.21ms, timestamp=24217129781.57, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=1.14ms, timestamp=24217129783.57, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.14ms, timestamp=24217129785.35, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.3ms, timestamp=24217129786.46, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.26ms, timestamp=24217129788.04, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.11ms, timestamp=24217129788.09, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_reduce: duration=2.66ms, timestamp=24217129788.54, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.15ms, timestamp=24217129788.51, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.23ms, timestamp=24217129789.75, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.22ms, timestamp=24217129789.62, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
allreduce: duration=0.64ms, timestamp=24217129790.76, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.24ms, timestamp=24217129790.14, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
allreduce: duration=0.17ms, timestamp=24217129790.79, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.16ms, timestamp=24217129792.95, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=0.16ms, timestamp=24217129792.86, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=0.12ms, timestamp=24217129790.94, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
allreduce: duration=0.21ms, timestamp=24217129793.86, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.16ms, timestamp=24217129793.8, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.22ms, timestamp=24217129813.69, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.39ms, timestamp=24217129814.03, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.25ms, timestamp=24217129808.44, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
allreduce: duration=54.68ms, timestamp=24217129849.3, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.17ms, timestamp=24217129849.3, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.15ms, timestamp=24217129848.42, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
allreduce: duration=8.52ms, timestamp=24217129858.13, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.25ms, timestamp=24217129858.3, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.24ms, timestamp=24217129858.3, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.5ms, timestamp=24217129859.68, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.16ms, timestamp=24217129859.68, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24217129858.27, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=4.76ms, timestamp=24217129861.89, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.58ms, timestamp=24217129861.83, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.25ms, timestamp=24217129891.67, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.41ms, timestamp=24217129892.18, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.22ms, timestamp=24217129891.67, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.21ms, timestamp=24217129892.25, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.16ms, timestamp=24217129892.75, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.54ms, timestamp=24217129896.64, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.47ms, timestamp=24217129896.84, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=25.49ms, timestamp=24217129892.85, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=77.02ms, timestamp=24217129972.16, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.5ms, timestamp=24217129972.45, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
allreduce: duration=0.43ms, timestamp=24217129972.35, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=49.87ms, timestamp=24217129972.06, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
allreduce: duration=0.47ms, timestamp=24217129981.57, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=9.13ms, timestamp=24217129981.48, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.76ms, timestamp=24217129995.14, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.54ms, timestamp=24217129981.82, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=7.33ms, timestamp=24217129981.67, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.42ms, timestamp=24217129995.37, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.19ms, timestamp=24217130006.29, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=12.67ms, timestamp=24217130006.5, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=9.82ms, timestamp=24217130016.36, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.44ms, timestamp=24217130016.56, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.41ms, timestamp=24217130018.56, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=68.23ms, timestamp=24217130087.55, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.41ms, timestamp=24217130087.69, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
allreduce: duration=7.91ms, timestamp=24217130018.3, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=1.42ms, timestamp=24217130018.29, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
allreduce: duration=0.48ms, timestamp=24217130018.44, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=44.9ms, timestamp=24217130196.82, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.48ms, timestamp=24217130197.09, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
allreduce: duration=0.52ms, timestamp=24217130220.29, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
embedding_bwd_async: duration=1.69ms, timestamp=24217130223.0, input_.shape: [512, 2, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=20.52ms, timestamp=24217130220.36, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
embedding_bwd_async: duration=3.54ms, timestamp=24217130224.32, input_.shape: [512, 2, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
embedding_bwd_async: duration=0.62ms, timestamp=24217130223.33, input_.shape: [512, 2, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
embedding_bwd_async: duration=0.84ms, timestamp=24217130224.78, input_.shape: [512, 2, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.34ms, timestamp=24217130298.61, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.38ms, timestamp=24217130298.85, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.39ms, timestamp=24217130316.07, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.43ms, timestamp=24217130316.32, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.23ms, timestamp=24217130327.21, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.34ms, timestamp=24217130327.42, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.25ms, timestamp=24217130328.77, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.55ms, timestamp=24217130329.0, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.23ms, timestamp=24217130332.7, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24217130332.92, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.21ms, timestamp=24217130337.15, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.46ms, timestamp=24217130337.42, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.25ms, timestamp=24217130341.74, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.34ms, timestamp=24217130341.95, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24217130355.17, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.48ms, timestamp=24217130362.19, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=4.94ms, timestamp=24217130361.54, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
allreduce: duration=0.47ms, timestamp=24217130355.4, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.14ms, timestamp=24217130374.26, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.31ms, timestamp=24217130361.83, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
allreduce: duration=0.39ms, timestamp=24217130361.99, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.35ms, timestamp=24217130442.65, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
allreduce: duration=0.38ms, timestamp=24217130447.08, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.29ms, timestamp=24217130445.79, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24217130500.24, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.34ms, timestamp=24217130447.31, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.35ms, timestamp=24217130648.79, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=93.8ms, timestamp=24217130496.57, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
allreduce: duration=0.4ms, timestamp=24217130500.03, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.35ms, timestamp=24217130661.26, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.34ms, timestamp=24217130496.87, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=0.39ms, timestamp=24217130547.02, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24217130664.46, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24217130664.31, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.32ms, timestamp=24217130669.5, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24217130669.4, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24217130676.87, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.52ms, timestamp=24217130674.04, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=3.84ms, timestamp=24217130673.74, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.16ms, timestamp=24217130674.04, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=8.14ms, timestamp=24217130674.06, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24217130676.74, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.48ms, timestamp=24217130686.69, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.6ms, timestamp=24217130686.39, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=7.54ms, timestamp=24217130693.57, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.29ms, timestamp=24217130693.7, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.39ms, timestamp=24217130696.23, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.28ms, timestamp=24217130693.92, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.38ms, timestamp=24217130696.05, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.25ms, timestamp=24217130695.55, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.33ms, timestamp=24217130694.07, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.32ms, timestamp=24217130695.5, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=20.17ms, timestamp=24217130719.84, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
